ID	species	Vetor_FST_Estimado	Bio8_spp_sd	SD_Bio8_FST1	Bio8_spp_sd_fstPop	range_PA_0K	expand	expo_clim
1529	Craugastor_daryi	0.358503773	0.653523782	0.523429806	0.653523782	4	4	0
1530	Chiropterotriton_chiropterus	0.069669759	4.061546845	3.917509297	4.061546845	2	4	1
1531	Litoria_pygmaea	0.302738764	2.384636818	1.991223485	1.991223485	64	94	48
1532	Leptodactylus_sertanejo	0.069669759	1.065939006	1.028136847	1.028136847	67	67	13
1533	Platymantis_vitianus	0.237701973	0.291258463	0.254296833	0.291258463	3	5	0
1534	Plethodon_meridianus	0.069669759	0.543570364	0.524293338	0.543570364	1	1	0
1535	Pristimantis_lythrodes	0.427131894	0.05726228	0.043340704	0.05726228	4	4	0
1536	Gephyromantis_malagasius	0.40299832	1.622002707	1.253254727	1.253254727	16	32	9
1537	Osteocephalus_mutabor	0.279177994	1.662946136	1.411861842	1.411861842	11	19	7
1538	Mucubatrachus_rhigophilus	0.069669759	0.624394243	0.602250903	0.624394243	1	2	0
1539	Platymantis_macrops	0.069669759	0.227914933	0.219832222	0.227914933	1	2	0
1540	Leptolalax_dringi	0.069669759	0.919194452	0.8865964	0.8865964	10	16	2
1541	Desmognathus_ocoee	0.242463363	0.790160892	0.687729022	0.687729022	9	18	0
1542	Leptopelis_aubryi	0.069669759	1.284848724	1.239283212	1.239283212	125	170	115
1543	Centrolene_buckleyi	0.367173163	1.580862367	1.257582558	1.257582558	18	36	10
1544	Arthroleptis_fichika	0.069669759	0.684629772	0.660350256	0.684629772	1	2	0
1545	Nymphargus_chancas	0.069669759	1.374731784	1.325978685	1.374731784	1	2	0
1546	Leptopelis_boulengeri	0.252131824	1.567972264	1.355972565	1.355972565	91	124	77
1547	Afrixalus_schneideri	0.069669759	1.061099686	1.023469147	1.061099686	1	2	0
1548	Plectrohyla_psarosema	0.069669759	1.292294746	1.246465171	1.292294746	1	1	0
1549	Ameerega_smaragdina	0.069669759	1.776735137	1.713725504	1.776735137	2	2	1
1550	Scutiger_brevipes	0.069669759	5.266882078	5.080098862	5.266882078	1	1	0
1551	Leiopelma_hochstetteri	0.326245352	3.067511542	2.517891968	2.517891968	8	15	2
1552	Ichthyophis_orthoplicatus	0.069669759	0.033119852	0.031945299	0.033119852	4	4	0
1553	Sechellophryne_gardineri	0.069669759	0.605616784	0.584139361	0.605616784	1	1	0
1554	Sanguirana_igorota	0.321713653	0.696092304	0.573288685	0.573288685	5	10	0
1555	Gastrotheca_peruana	0.069669759	1.429755718	1.379051265	1.379051265	8	8	5
1556	Pseudoeurycea_mixteca	0.249633254	1.980145515	1.715275546	1.980145515	2	2	1
1557	Hynobius_quelpaertensis	0.302116722	0.537778459	0.449256944	0.449256944	7	12	0
1558	Litoria_kumae	0.391059626	0.787838408	0.6147868	0.787838408	4	8	0
1559	Ameerega_pulchripecta	0.069669759	1.034661005	0.99796808	1.034661005	1	2	0
1560	Adelphobates_castaneoticus	0.428726909	0.711026707	0.537412542	0.711026707	3	6	0
1561	Platymantis_batantae	0.069669759	0.501954757	0.484153576	0.501954757	2	4	0
1562	Quasipaa_verrucospinosa	0.207852156	1.124830871	1.001129709	1.001129709	16	32	5
1563	Cophixalus_humicola	0.400791845	1.631141984	1.262643141	1.631141984	3	6	1
1564	Aplastodiscus_cavicola	0.374113406	1.107308852	0.876025193	0.876025193	7	14	2
1565	Pristimantis_thectopternus	0.069669759	1.291611335	1.245805996	1.245805996	5	10	2
1566	Oreophryne_parkeri	0.069669759	1.366142589	1.317694095	1.317694095	6	10	2
1567	Odorrana_banaorum	0.069669759	0.539343843	0.520216706	0.539343843	1	1	0
1568	Telmatobius_degener	0.333373239	0.563667516	0.460218825	0.563667516	2	3	0
1569	Phyllobates_peruvianus	0.413088577	0.27371347	0.209692285	0.209692285	61	100	0
1570	Chiropterotriton_terrestris	0.069669759	1.763424803	1.700887205	1.763424803	1	1	0
1571	Thoropa_petropolitana	0.40296124	1.556449153	1.202641541	1.202641541	8	16	4
1572	Nyctimantis_rugiceps	0.304707845	2.969781053	2.476327591	2.476327591	10	20	6
1573	Nyctibatrachus_periyar	0.069669759	0.737793196	0.711628306	0.737793196	1	2	0
1574	Hypsiboas_riojanus	0.286273741	4.151284997	3.507101924	3.507101924	33	66	25
1575	Ambystoma_mavortium	0.1715451	10.07202409	9.16750576	9.16750576	13	13	9
1576	Pristimantis_hectus	0.437162746	1.664478604	1.248733132	1.248733132	5	10	2
1577	Xenophrys_nankiangensis	0.069669759	1.884732705	1.817893077	1.884732705	4	4	1
1578	Pleurodema_brachyops	0.339816934	2.218299831	1.802405219	1.802405219	130	188	100
1579	Plectrohyla_glandulosa	0.069669759	0.92046124	0.887818263	0.92046124	1	1	0
1580	Litoria_megalops	0.069669759	0.738004798	0.711832405	0.738004798	1	1	0
1581	Aromobates_alboguttatus	0.069669759	0.698699353	0.673920877	0.698699353	1	1	0
1582	Platymantis_cheesmanae	0.069669759	0.19589874	0.188951442	0.19589874	1	1	0
1583	Nyctibates_corrugatus	0.069669759	1.147761397	1.107057512	1.107057512	16	30	7
1584	Nyctimystes_foricula	0.372271517	1.592700275	1.261885565	1.261885565	8	13	4
1585	Phyllomedusa_tetraploidea	0.274048103	1.768939912	1.507186526	1.507186526	54	91	28
1586	Hyperolius_argus	0.323948596	1.816729245	1.49375739	1.49375739	105	137	53
1587	Nototriton_picucha	0.069669759	0.68322781	0.658998013	0.68322781	1	2	0
1588	Sachatamia_punctulata	0.400803039	1.017272659	0.787448524	1.017272659	4	8	0
1589	Amietophrynus_brauni	0.235975557	1.490141876	1.302510539	1.302510539	8	16	4
1590	Boophis_sambirano	0.388124496	0.704003668	0.550689068	0.704003668	2	4	0
1591	Gastrotheca_plumbea	0.291460153	0.910240581	0.766193271	0.766193271	7	13	1
1592	Plectrohyla_avia	0.271488329	2.382866467	2.033845517	2.382866467	4	8	2
1593	Anhydrophryne_hewitti	0.361516201	2.796847307	2.234825909	2.234825909	13	25	9
1594	Austrochaperina_pluvialis	0.069669759	0.977709737	0.943036515	0.943036515	6	12	1
1595	Hyperolius_viridis	0.069669759	0.175500933	0.169277017	0.175500933	4	4	0
1596	Raorchestes_ponmudi	0.069669759	0.3870126	0.373287695	0.3870126	1	2	0
1597	Pelobates_varaldii	0.30053494	1.665039017	1.392539194	1.665039017	4	8	1
1598	Hynobius_takedai	0.069669759	8.92975145	8.613069271	8.92975145	4	8	2
1599	Limnonectes_grunniens	0.180856215	2.526955517	2.287060575	2.287060575	64	119	38
1600	Nectophrynoides_paulae	0.069669759	1.142970061	1.102436094	1.142970061	1	1	0
1601	Amolops_cucae	0.069669759	2.377126302	2.292824567	2.377126302	1	2	0
1602	Platymantis_wuenscheorum	0.069669759	0.469159076	0.452520952	0.469159076	1	2	0
1603	Scaphiophryne_calcarata	0.069669759	1.127292933	1.087314935	1.087314935	32	46	18
1604	Pristimantis_satagius	0.069669759	1.694520433	1.63442644	1.694520433	1	2	0
1605	Eleutherodactylus_albipes	0.385518442	0.216127878	0.16942021	0.216127878	2	4	0
1606	Eleutherodactylus_atkinsi	0.331910847	0.272840979	0.223011269	0.223011269	30	39	0
1607	Uperoleia_inundata	0.384523752	0.434854889	0.341153637	0.341153637	30	57	0
1608	Raorchestes_menglaensis	0.069669759	1.250839822	1.206480392	1.250839822	1	1	0
1609	Incilius_canaliferus	0.25914751	1.299979005	1.118928178	1.118928178	10	20	4
1610	Oreophryne_oviprotector	0.069669759	0.911071151	0.878761182	0.911071151	1	1	0
1611	Leptodactylus_petersii	0.278834457	0.945575281	0.802996393	0.802996393	555	608	301
1612	Pseudis_paradoxa	0.234391296	1.849710521	1.618479481	1.618479481	732	853	648
1613	Cophixalus_hosmeri	0.069669759	0.77478076	0.747304154	0.77478076	1	2	0
1614	Hypsiboas_varelae	0.069669759	0.953529928	0.919714212	0.953529928	1	2	0
1615	Oreophryne_brachypus	0.421819925	0.447636597	0.340374601	0.340374601	6	9	0
1616	Pristimantis_vicarius	0.069669759	1.070889949	1.03291221	1.070889949	1	1	0
1617	Pristimantis_achuar	0.069669759	1.186935931	1.144842771	1.186935931	1	2	0
1618	Allobates_olfersioides	0.433345312	1.337609897	1.006905508	1.006905508	47	71	20
1619	Xenopus_petersii	0.239772922	1.798361216	1.568009158	1.568009158	291	291	279
1620	Pristimantis_luteolateralis	0.069669759	0.867750169	0.836976522	0.867750169	1	1	0
1621	Brasilotyphlus_braziliensis	0.155817135	0.39203137	0.360196166	0.360196166	16	32	0
1622	Mantella_aurantiaca	0.069669759	0.067229203	0.064845006	0.067229203	2	3	0
1623	Anomaloglossus_verbeeksnyderorum	0.069669759	0.914176025	0.881755945	0.914176025	1	2	0
1624	Phrynobatrachus_bullans	0.397782667	0.61572168	0.477816421	0.477816421	28	28	0
1625	Centrolene_medemi	0.069669759	1.396278022	1.346760813	1.346760813	6	12	4
1626	Hypodactylus_mantipus	0.383891233	1.734021812	1.36107874	1.36107874	10	20	8
1627	Hyperolius_quinquevittatus	0.069669759	1.342047966	1.294453957	1.294453957	145	145	126
1628	Leptodactylus_riveroi	0.26173448	0.884582159	0.760054034	0.760054034	91	136	5
1629	Microcaecilia_supernumeraria	0.069669759	0.982563003	0.947717667	0.982563003	1	2	0
1630	Pseudophilautus_regius	0.374468606	0.266698227	0.210933075	0.266698227	4	8	0
1631	Ptychadena_nilotica	0.069669759	1.183275905	1.141312543	1.141312543	25	25	22
1632	Epicrionops_marmoratus	0.069669759	1.410170483	1.360160596	1.410170483	2	4	0
1633	Theloderma_corticale	0.33567768	0.174066173	0.141874324	0.174066173	2	2	0
1634	Barygenys_resima	0.069669759	0.593978764	0.572914069	0.593978764	1	2	0
1635	Werneria_submontana	0.069669759	0.734176441	0.708139816	0.734176441	2	4	0
1636	Eurycea_neotenes	0.069669759	0.598567099	0.577339685	0.598567099	1	2	0
1637	Hyperolius_benguellensis	0.069669759	1.75506544	1.692824296	1.692824296	248	248	236
1638	Dendropsophus_luddeckei	0.069669759	0.747747794	0.721229878	0.747747794	1	1	0
1639	Brachycephalus_pernix	0.069669759	1.042589015	1.005614933	1.042589015	1	2	0
1640	Boophis_miniatus	0.069669759	0.798889906	0.7705583	0.7705583	7	14	1
1641	Scinax_pinima	0.069669759	1.154325032	1.113388375	1.154325032	1	1	0
1642	Arthroleptis_francei	0.328434479	0.815357924	0.668178492	0.815357924	3	3	0
1643	Agalychnis_moreletii	0.262332685	2.679219443	2.301116237	2.301116237	22	44	11
1644	Otophryne_pyburni	0.284266405	1.3660031	1.155652827	1.155652827	53	106	6
1645	Epipedobates_machalilla	0.069669759	1.07549589	1.037354808	1.037354808	5	10	2
1646	Ambystoma_bishopi	0.274531353	0.646230295	0.550423082	0.550423082	10	20	2
1647	Atelopus_nepiozomus	0.397466103	0.184460651	0.143183996	0.184460651	4	8	0
1648	Holoaden_bradei	0.069669759	1.39590966	1.346405515	1.39590966	1	2	0
1649	Pseudophilautus_rus	0.069669759	0.113418784	0.109396533	0.113418784	1	2	0
1650	Philautus_ingeri	0.069669759	1.058494056	1.020955922	1.058494056	4	8	1
1651	Staurois_parvus	0.393793203	1.390434347	1.082582215	1.390434347	2	2	0
1652	Spinomantis_bertini	0.069669759	0.798889906	0.7705583	0.7705583	7	14	1
1653	Litoria_hunti	0.069669759	0.967833787	0.933510803	0.967833787	1	2	0
1654	Phrynobatrachus_villiersi	0.069669759	0.876953677	0.84585364	0.84585364	16	31	6
1655	Polypedates_iskandari	0.279932513	1.290904682	1.095420279	1.095420279	27	41	7
1656	Crossodactylus_gaudichaudii	0.367551882	1.711429145	1.361041526	1.361041526	16	27	7
1657	Osteocephalus_duellmani	0.069669759	1.082513845	1.04412388	1.082513845	1	2	0
1658	Incilius_perplexus	0.069669759	2.633785436	2.540381614	2.633785436	1	1	0
1659	Atelopus_andinus	0.359030296	3.205625155	2.566442205	3.205625155	4	8	2
1660	Mantella_viridis	0.069669759	0.781371698	0.753661354	0.781371698	1	2	0
1661	Paratelmatobius_poecilogaster	0.069669759	0.978495879	0.943794778	0.978495879	1	2	0
1662	Platymantis_polillensis	0.069669759	0.697687297	0.672944712	0.697687297	2	4	0
1663	Phrynobatrachus_latifrons	0.353055277	1.801348731	1.448876556	1.448876556	264	293	237
1664	Raorchestes_kaikatti	0.069669759	0.437091832	0.421590931	0.437091832	1	2	0
1665	Hyperolius_ghesquieri	0.069669759	0.786594253	0.758698697	0.786594253	1	2	0
1666	Scythrophrys_sawayae	0.069669759	1.442492963	1.391336801	1.442492963	4	8	2
1667	Paracassina_kounhiensis	0.334880202	1.08025745	0.881002636	1.08025745	2	2	0
1668	Crossodactylodes_bokermanni	0.48572855	0.639258135	0.458429409	0.639258135	4	8	0
1669	Afrixalus_clarkei	0.439816057	2.341785967	1.752719939	2.341785967	3	6	2
1670	Pelophylax_caralitanus	0.224571106	1.232857502	1.085635089	1.085635089	6	6	2
1671	Petropedetes_dutoiti	0.069669759	0.697038427	0.672318853	0.697038427	2	2	0
1672	Leptopelis_barbouri	0.069669759	0.800835548	0.772434942	0.800835548	1	1	0
1673	Pristimantis_caliginosus	0.069669759	0.967361679	0.933055438	0.967361679	1	1	0
1674	Afrixalus_orophilus	0.417962169	0.505131782	0.385372128	0.505131782	3	3	0
1675	Telmatobius_zapahuirensis	0.069669759	0.35445603	0.341885702	0.35445603	1	1	0
1676	Scinax_lindsayi	0.41513354	0.218596803	0.16717532	0.16717532	16	16	0
1677	Hyloxalus_breviquartus	0.069669759	1.77651628	1.713514409	1.77651628	2	4	1
1678	Adenomera_hylaedactyla	0.280851343	1.657218453	1.405364884	1.405364884	843	899	800
1679	Craugastor_longirostris	0.290931406	2.847799183	2.398023783	2.398023783	35	67	28
1680	Raorchestes_charius	0.069669759	0.557194253	0.537434074	0.557194253	1	1	0
1681	Pseudophilautus_zimmeri	0.069669759	0.106127367	0.102363696	0.106127367	1	2	0
1682	Scinax_caldarum	0.069669759	1.151994952	1.111140929	1.111140929	16	16	9
1683	Eleutherodactylus_pictissimus	0.342909914	0.504830429	0.409221066	0.409221066	5	10	0
1684	Eleutherodactylus_thorectes	0.493153513	0.192252022	0.136870274	0.192252022	2	2	0
1685	Phrynobatrachus_schioetzi	0.069669759	0.751830132	0.72516744	0.751830132	1	2	0
1686	Pristimantis_sobetes	0.069669759	0.72861621	0.702776771	0.72861621	1	1	0
1687	Petropedetes_palmipes	0.314803135	0.638639652	0.528644312	0.528644312	5	10	0
1688	Andinobates_fulguritus	0.443020244	2.044103671	1.525536572	1.525536572	12	22	6
1689	Xenophrys_baluensis	0.300808242	1.223657016	1.023193693	1.223657016	2	4	0
1690	Eurycea_spelaea	0.215625325	4.965548041	4.397734127	4.397734127	22	22	22
1691	Atelopus_mindoensis	0.41233144	1.687141125	1.293354683	1.687141125	4	8	2
1692	Fritziana_ohausi	0.314475931	1.326262524	1.098097371	1.098097371	15	30	6
1693	Fejervarya_nilagirica	0.069669759	0.7305366	0.704629057	0.7305366	1	1	0
1694	Phrynopus_dagmarae	0.398822893	1.950692723	1.512481533	1.950692723	4	8	3
1695	Eleutherodactylus_dennisi	0.069669759	0.897111076	0.865296182	0.897111076	1	1	0
1696	Colostethus_dysprosium	0.069669759	1.634562677	1.576595009	1.634562677	1	2	0
1697	Pseudophilautus_decoris	0.069669759	0.106127367	0.102363696	0.106127367	1	2	0
1698	Boophis_albipunctatus	0.35043813	1.503944415	1.212110035	1.212110035	11	22	4
1699	Anodonthyla_montana	0.069669759	0.777377363	0.749808672	0.777377363	1	2	0
1700	Pelobates_syriacus	0.230589382	3.936278673	3.452748337	3.452748337	131	240	131
1701	Oedipina_elongata	0.209769559	1.60727596	1.428786462	1.428786462	7	14	2
1702	Tylototriton_hainanensis	0.069669759	0.600050536	0.578770514	0.600050536	1	1	0
1703	Amolops_spinapectoralis	0.30411039	0.796797323	0.664688313	0.796797323	4	8	0
1704	Scinax_belloni	0.069669759	0.474689229	0.457854984	0.474689229	2	4	0
1705	Gastrotheca_andaquiensis	0.292155956	0.579747242	0.487761461	0.487761461	5	9	0
1706	Hylarana_nigrovittata	0.25569019	1.8274142	1.576572209	1.576572209	211	261	121
1707	Meristogenys_poecilus	0.298800147	0.84145656	0.704616175	0.704616175	7	14	1
1708	Rhombophryne_alluaudi	0.373774678	1.490779476	1.179719389	1.179719389	22	44	11
1709	Allobates_juanii	0.423511357	1.026459194	0.779358125	1.026459194	4	8	0
1710	Eleutherodactylus_grandis	0.069669759	0.915103257	0.882650294	0.915103257	1	1	0
1711	Astylosternus_schioetzi	0.069669759	1.012971641	0.977047901	1.012971641	4	8	1
1712	Pleurodema_borellii	0.394292564	3.605163776	2.805798322	2.805798322	13	24	9
1713	Elachistocleis_matogrosso	0.376036405	0.735105816	0.580670128	0.580670128	5	10	0
1714	Xenophrys_shuichengensis	0.069669759	0.924351121	0.891570195	0.924351121	2	2	0
1715	Ansonia_glandulosa	0.069669759	0.831470836	0.80198379	0.831470836	1	2	0
1716	Pristimantis_sanguineus	0.069669759	1.694520433	1.63442644	1.694520433	1	2	0
1717	Heterixalus_madagascariensis	0.069669759	1.08681521	1.048272703	1.048272703	12	20	3
1718	Rhinella_sclerocephala	0.069669759	0.835392857	0.805766721	0.835392857	1	2	0
1719	Ambystoma_laterale	0.190852904	5.379505215	4.839005022	4.839005022	357	480	340
1720	Amietia_inyangae	0.069669759	0.951949264	0.918189605	0.951949264	2	4	0
1721	Alsodes_hugoi	0.069669759	0.420695074	0.405775663	0.420695074	1	1	0
1722	Lissotriton_italicus	0.069669759	2.039961035	1.967616434	1.967616434	21	36	20
1723	Kalophrynus_heterochirus	0.069669759	1.058434689	1.020898661	1.020898661	8	16	2
1724	Ghatophryne_rubigina	0.069669759	1.00946286	0.973663555	1.00946286	2	4	0
1725	Nanorana_liebigii	0.18140037	8.092525537	7.321833531	7.321833531	59	99	55
1726	Dendropsophus_robertmertensi	0.39637396	1.614349899	1.254242909	1.254242909	11	22	6
1727	Mantophryne_infulata	0.363741627	2.266377497	1.807794267	2.266377497	2	4	1
1728	Oreophryne_wapoga	0.425174635	2.832690247	2.147667519	2.832690247	3	6	1
1729	Rhombophryne_testudo	0.345517577	1.017752657	0.823362795	1.017752657	2	4	0
1730	Duellmanohyla_lythrodes	0.069669759	0.096571177	0.093146404	0.096571177	2	2	0
1731	Isthmohyla_insolita	0.069669759	0.731301994	0.705367307	0.731301994	1	1	0
1732	Hynobius_leechii	0.069669759	1.323044917	1.276124827	1.276124827	89	122	47
1733	Hyperolius_inornatus	0.069669759	0.801570651	0.773143976	0.801570651	1	2	0
1734	Eleutherodactylus_blairhedgesi	0.069669759	0.022082447	0.021299321	0.022082447	1	1	0
1735	Phrynobatrachus_africanus	0.367120653	1.6975891	1.350495183	1.350495183	80	110	70
1736	Nototriton_brodiei	0.069669759	1.125806926	1.085881628	1.125806926	1	2	0
1737	Tylototriton_ziegleri	0.069669759	0.682083734	0.65789451	0.682083734	2	2	0
1738	Myersiohyla_neblinaria	0.069669759	0.743111237	0.716757751	0.743111237	1	1	0
1739	Nanorana_taihangnica	0.069669759	4.447831743	4.290095096	4.447831743	1	2	0
1740	Eleutherodactylus_erythroproctus	0.069669759	0.398542295	0.384408503	0.398542295	1	2	0
1741	Microhyla_pulverata	0.069669759	0.615861059	0.594020337	0.615861059	1	1	0
1742	Werneria_iboundji	0.069669759	0.760458496	0.733489811	0.760458496	1	2	0
1743	Pristimantis_ramagii	0.069669759	1.069002091	1.031091304	1.031091304	32	54	14
1744	Osteocephalus_festae	0.283924331	2.172175025	1.838121753	1.838121753	6	12	2
1745	Elachistocleis_haroi	0.069669759	0.988066088	0.953025591	0.988066088	1	1	0
1746	Boophis_periegetes	0.069669759	1.099223424	1.060240875	1.099223424	3	6	1
1747	Hynobius_fuca	0.069669759	0.553586468	0.533954234	0.553586468	1	2	0
1748	Boophis_picturatus	0.376819354	1.367584258	1.079595515	1.079595515	9	18	2
1749	Pristimantis_urichi	0.069669759	0.14185241	0.136821796	0.14185241	3	5	0
1750	Osornophryne_occidentalis	0.069669759	0.373912354	0.360652032	0.373912354	1	1	0
1751	Eleutherodactylus_nitidus	0.366868573	3.476906886	2.766559378	2.766559378	26	52	19
1752	Eleutherodactylus_varleyi	0.442712848	0.272840979	0.203680342	0.203680342	30	39	0
1753	Afrixalus_vittiger	0.367015951	1.726802332	1.373849025	1.373849025	170	208	156
1754	Pristimantis_acuminatus	0.354020434	2.013310264	1.618154919	1.618154919	74	113	22
1755	Neobatrachus_sudelli	0.327056542	4.221521733	3.463046452	3.463046452	127	172	106
1756	Spea_multiplicata	0.264830531	7.548352228	6.472109982	6.472109982	231	231	224
1757	Tepuihyla_exophthalma	0.32762467	0.635308002	0.520943005	0.635308002	2	4	0
1758	Cophixalus_pakayakulangun	0.069669759	0.59416916	0.573097713	0.59416916	1	2	0
1759	Pseudopaludicola_canga	0.476252525	0.066549668	0.04816226	0.066549668	4	4	0
1760	Litoria_xanthomera	0.069669759	0.968473313	0.934127649	0.934127649	8	16	1
1761	Oreophryne_habbemensis	0.069669759	1.410202596	1.36019157	1.410202596	1	2	0
1762	Peltophryne_gundlachi	0.259821542	0.298971075	0.257215653	0.257215653	22	31	0
1763	Hypodactylus_latens	0.39000488	1.431547176	1.118069615	1.431547176	2	2	0
1764	Limnonectes_macrocephalus	0.20186876	0.51501245	0.460102807	0.460102807	25	36	0
1765	Pristimantis_leptolophus	0.407767305	0.899026304	0.691860583	0.899026304	4	4	0
1766	Rhinella_achalensis	0.316234375	0.612212209	0.506239021	0.506239021	9	9	0
1767	Nannophryne_variegata	0.282220998	2.47143518	2.093845337	2.093845337	47	85	43
1768	Scinax_kautskyi	0.069669759	0.818012912	0.789003133	0.818012912	1	2	0
1769	Hyperolius_cinnamomeoventris	0.336144856	1.632177269	1.329854073	1.329854073	383	464	369
1770	Hynobius_boulengeri	0.182712303	0.539684497	0.487896186	0.487896186	6	12	0
1771	Brachycephalus_margaritatus	0.069669759	1.262546907	1.217772301	1.262546907	1	2	0
1772	Pristimantis_samaipatae	0.378914395	3.40954802	2.687030172	3.40954802	4	8	2
1773	Cryptobatrachus_nicefori	0.069669759	1.098234145	1.05928668	1.098234145	1	1	0
1774	Amietophrynus_danielae	0.069669759	0.906007823	0.873877418	0.906007823	1	2	0
1775	Aparasphenodon_pomba	0.069669759	1.794294073	1.730661736	1.794294073	1	2	0
1776	Gastrotheca_walkeri	0.281780964	0.158871857	0.134640411	0.158871857	3	5	0
1777	Microcaecilia_unicolor	0.166719824	0.728460311	0.664969031	0.664969031	8	16	0
1778	Cochranella_riveroi	0.069669759	1.179995465	1.13814844	1.179995465	1	2	0
1779	Alsodes_kaweshkari	0.305987303	0.434793961	0.36221565	0.434793961	2	4	1
1780	Boophis_albilabris	0.248722961	1.424579266	1.234771728	1.234771728	25	46	13
1781	Pristimantis_zophus	0.383782007	0.889508638	0.698260311	0.889508638	3	5	0
1782	Caecilia_perdita	0.12379239	1.871600522	1.751929672	1.751929672	8	12	3
1783	Leptolalax_heteropus	0.37483627	0.723341698	0.571926722	0.571926722	10	20	1
1784	Rhinella_amboroensis	0.069669759	3.118004624	3.00742859	3.118004624	1	1	0
1785	Hyperolius_howelli	0.069669759	1.501631446	1.448378013	1.501631446	1	1	0
1786	Adenomera_marmorata	0.322406228	1.63862122	1.348848824	1.348848824	35	59	24
1787	Mantella_milotympanum	0.069669759	0.095100107	0.091727503	0.095100107	1	1	0
1788	Fejervarya_nicobariensis	0.337336997	0.053228572	0.043330249	0.053228572	3	4	0
1789	Psychrophrynella_chacaltaya	0.450534107	3.141493314	2.328662287	3.141493314	2	2	1
1790	Eleutherodactylus_andrewsi	0.417387712	0.009632633	0.007352496	0.009632633	2	2	0
1791	Leptodactylus_poecilochilus	0.069669759	1.152677083	1.111798869	1.111798869	48	76	28
1792	Craugastor_monnichorum	0.069669759	0.805404589	0.776841948	0.805404589	1	2	0
1793	Oreobates_pereger	0.069669759	2.811052397	2.71136203	2.811052397	1	1	0
1794	Fejervarya_modesta	0.069669759	0.759935645	0.732985502	0.759935645	1	1	0
1795	Craugastor_spatulatus	0.339050558	3.136134883	2.549639937	3.136134883	2	2	1
1796	Arthroleptis_crusculum	0.069669759	1.045189561	1.008123254	1.045189561	1	2	0
1797	Pristimantis_diogenes	0.069669759	1.268726388	1.223732634	1.268726388	2	4	0
1798	Desmognathus_conanti	0.224987145	2.831637128	2.492826491	2.492826491	11	22	6
1799	Duttaphrynus_stuarti	0.290700849	4.559941737	3.840378357	4.559941737	4	8	3
1800	Plethodon_wehrlei	0.191805096	0.779441652	0.700715403	0.700715403	29	29	0
1801	Pristimantis_altamazonicus	0.345309745	2.135239833	1.727685152	1.727685152	157	198	46
1802	Eleutherodactylus_simulans	0.069669759	0.20634916	0.199031252	0.20634916	1	2	0
1803	Craugastor_matudai	0.360486986	1.693877199	1.354586102	1.693877199	2	4	1
1804	Hylarana_attigua	0.309275556	0.796797323	0.662216929	0.796797323	4	8	0
1805	Neurergus_strauchii	0.253560939	2.754658768	2.379934406	2.379934406	5	5	4
1806	Exerodonta_catracha	0.069669759	1.404853701	1.355032367	1.404853701	1	1	0
1807	Thorius_magnipes	0.069669759	2.049748899	1.977057184	2.049748899	1	1	0
1808	Mixophyes_fasciolatus	0.243106599	2.293990555	1.995763084	1.995763084	40	65	27
1809	Lepidobatrachus_laevis	0.215890199	1.869952964	1.655842875	1.655842875	59	92	21
1810	Tomopterna_marmorata	0.298875537	1.931656365	1.617437209	1.617437209	119	178	102
1811	Ichthyophis_biangularis	0.069669759	0.745867825	0.71941658	0.745867825	1	2	0
1812	Raorchestes_tinniens	0.069669759	0.665745686	0.64213587	0.665745686	1	1	0
1813	Osteopilus_wilderi	0.069669759	0.387265698	0.373531817	0.387265698	1	2	0
1814	Theloderma_rhododiscus	0.350170359	0.720188513	0.580558448	0.580558448	9	18	0
1815	Oreophryne_alticola	0.435863454	0.241588941	0.181455095	0.241588941	2	2	0
1816	Pristimantis_flavobracatus	0.069669759	1.565790543	1.51026179	1.565790543	1	1	0
1817	Limnonectes_kuhlii	0.232986682	1.926021217	1.686795833	1.686795833	288	394	217
1818	Dendrophryniscus_proboscideus	0.408388177	0.720674798	0.554316438	0.720674798	3	6	0
1819	Scutiger_adungensis	0.069669759	3.752005363	3.618945306	3.752005363	1	1	0
1820	Thorius_minutissimus	0.069669759	1.773379973	1.710489328	1.773379973	1	2	0
1821	Sphaenorhynchus_platycephalus	0.069669759	0.917061407	0.884539001	0.917061407	1	2	0
1822	Pristimantis_conspicillatus	0.307679495	2.266096705	1.885523879	1.885523879	79	113	23
1823	Batrachuperus_yenyuanensis	0.175690587	1.762118085	1.599853213	1.762118085	4	4	1
1824	Odontophrynus_maisuma	0.069669759	1.910097377	1.842358224	1.910097377	1	2	0
1825	Hyperolius_major	0.358034664	0.646469191	0.517968825	0.517968825	13	13	0
1826	Limnonectes_limborgi	0.069669759	1.302999742	1.256790528	1.302999742	1	1	0
1827	Cophixalus_aenigma	0.069669759	0.77478076	0.747304154	0.77478076	1	2	0
1828	Pristimantis_dorsopictus	0.391249281	1.431547176	1.116928592	1.431547176	2	2	0
1829	Cophixalus_bombiens	0.069669759	0.77478076	0.747304154	0.77478076	1	2	0
1830	Cacosternum_namaquense	0.399482236	1.697907083	1.315760516	1.315760516	12	19	12
1831	Incilius_porteri	0.27285683	1.06533713	0.908441631	1.06533713	4	6	0
1832	Rhinella_gnustae	0.069669759	1.030601952	0.994052976	1.030601952	2	2	0
1833	Ansonia_minuta	0.069669759	0.980900736	0.94611435	0.94611435	6	12	1
1834	Gephyromantis_moseri	0.069669759	1.075213513	1.037082445	1.037082445	8	16	2
